Age,Experience,Education Level,Hours Per Week,City Index,Salary
42.0,26.0,1.0,49.0,25.0,104948.30572213448
48.0,15.0,2.0,50.0,18.0,77119.0532148964
33.0,29.0,4.0,43.0,52.0,125792.80608176309
45.0,12.0,,44.0,43.0,86756.16192624508
24.0,35.0,4.0,27.0,67.0,119905.45721194916
50.0,20.0,1.0,49.0,89.0,82966.34102617261
44.0,39.0,3.0,,7.0,121306.76277457699
50.0,14.0,,33.0,74.0,59055.631491110034
39.0,19.0,3.0,48.0,44.0,113356.34106333076
36.0,19.0,2.0,46.0,44.0,36659.064154979664
21.0,,4.0,55.0,51.0,78368.15358961126
44.0,31.0,1.0,53.0,83.0,72664.3417020895
32.0,5.0,1.0,40.0,79.0,60487.23288152715
58.0,29.0,3.0,57.0,85.0,104288.24091381842
47.0,25.0,4.0,30.0,21.0,83048.09699125683
25.0,36.0,4.0,52.0,37.0,74782.84136041139
22.0,12.0,4.0,34.0,28.0,91905.98586211586
54.0,28.0,2.0,31.0,32.0,125496.59673041843
37.0,4.0,4.0,43.0,57.0,77330.7974972499
30.0,24.0,2.0,56.0,41.0,109589.964343387
39.0,12.0,1.0,30.0,54.0,95565.7725633533
24.0,23.0,3.0,38.0,27.0,67099.43113181303
38.0,30.0,3.0,20.0,87.0,92140.87272782519
41.0,19.0,4.0,36.0,74.0,77054.21582466798
38.0,7.0,3.0,59.0,40.0,71705.84443032753
35.0,8.0,4.0,35.0,41.0,110530.17551719944
43.0,20.0,1.0,45.0,70.0,87355.19229636289
23.0,19.0,1.0,34.0,24.0,92632.35401567761
34.0,14.0,1.0,27.0,18.0,73741.51341054322
44.0,25.0,3.0,49.0,74.0,81641.71031396685
54.0,10.0,4.0,33.0,56.0,96771.73545828059
33.0,36.0,2.0,52.0,15.0,125188.63057164232
38.0,10.0,1.0,26.0,98.0,74960.61324252986
57.0,26.0,1.0,37.0,72.0,95736.86542639902
55.0,29.0,2.0,31.0,35.0,76677.97920449823
26.0,18.0,2.0,,27.0,92802.95449723839
49.0,33.0,3.0,48.0,89.0,127790.20734389524
38.0,37.0,1.0,40.0,3.0,106068.7821140718
44.0,22.0,3.0,26.0,21.0,65248.25131184661
35.0,0.0,1.0,46.0,39.0,88734.44251162923
59.0,2.0,3.0,31.0,32.0,59027.64159534354
27.0,2.0,3.0,39.0,50.0,80616.80240334867
37.0,27.0,2.0,33.0,85.0,107894.64402841378
47.0,13.0,4.0,29.0,9.0,104994.27483076492
35.0,29.0,4.0,42.0,50.0,80399.14782330231
38.0,4.0,4.0,49.0,1.0,85558.25884109407
36.0,14.0,1.0,50.0,4.0,79765.32416323913
32.0,,2.0,29.0,4.0,124385.42281589768
26.0,13.0,2.0,38.0,90.0,87480.85313615945
46.0,,2.0,38.0,34.0,102321.7649156744
,7.0,1.0,42.0,27.0,78498.76399827731
53.0,7.0,3.0,51.0,15.0,81087.50693158174
55.0,18.0,3.0,39.0,32.0,93707.8913230724
44.0,31.0,4.0,23.0,41.0,128453.95375653694
25.0,30.0,4.0,52.0,71.0,90946.02246748126
43.0,28.0,1.0,20.0,61.0,100589.31765180799
37.0,10.0,1.0,32.0,63.0,61985.76013168819
42.0,12.0,4.0,22.0,61.0,73762.81373626945
25.0,26.0,3.0,31.0,14.0,112551.3954992426
48.0,18.0,3.0,48.0,23.0,79353.6911748351
44.0,25.0,2.0,50.0,65.0,100656.12075387986
36.0,36.0,4.0,55.0,32.0,109665.87866760352
43.0,8.0,4.0,21.0,41.0,46845.9495615529
30.0,27.0,3.0,41.0,26.0,107365.73970156524
45.0,31.0,2.0,41.0,48.0,101094.81909435184
53.0,2.0,4.0,50.0,73.0,53348.79228377773
47.0,31.0,3.0,33.0,16.0,92121.15687691707
22.0,4.0,3.0,48.0,31.0,51495.118249315434
30.0,7.0,3.0,54.0,66.0,93775.3483094462
57.0,13.0,2.0,28.0,32.0,99419.89804065145
33.0,2.0,2.0,51.0,10.0,84942.35907569279
45.0,23.0,3.0,46.0,25.0,112036.95235200138
40.0,12.0,2.0,29.0,82.0,70032.54391499779
58.0,28.0,2.0,44.0,98.0,105003.92016665562
49.0,7.0,2.0,52.0,93.0,77263.97054786759
27.0,30.0,2.0,30.0,45.0,98779.7177413323
39.0,25.0,1.0,56.0,24.0,105561.47190681784
51.0,17.0,4.0,28.0,3.0,110232.31130970854
41.0,17.0,4.0,26.0,62.0,86353.65415542226
26.0,6.0,2.0,26.0,79.0,50085.327829674265
28.0,37.0,3.0,53.0,67.0,109788.93197960715
20.0,15.0,4.0,38.0,55.0,89310.90072029174
48.0,32.0,2.0,39.0,95.0,104068.96820021234
27.0,2.0,4.0,44.0,10.0,93294.93877696185
23.0,37.0,3.0,24.0,55.0,78081.27051773915
54.0,3.0,2.0,48.0,22.0,62536.29673212786
22.0,35.0,3.0,46.0,14.0,94741.6771602384
59.0,3.0,4.0,44.0,73.0,100563.40683037686
26.0,8.0,1.0,56.0,82.0,71074.43659971419
46.0,39.0,3.0,34.0,8.0,103106.74645657318
20.0,16.0,2.0,23.0,15.0,88674.52538669866
46.0,16.0,2.0,33.0,15.0,73704.90473625966
35.0,32.0,3.0,36.0,52.0,103972.07834804726
57.0,19.0,1.0,40.0,70.0,109211.0680016804
26.0,13.0,4.0,35.0,54.0,116794.35485829966
42.0,21.0,,45.0,76.0,93889.23515405771
30.0,26.0,4.0,28.0,42.0,98864.57296760633
52.0,,4.0,21.0,19.0,66914.57248903792
55.0,23.0,4.0,34.0,40.0,70912.02087439745
56.0,29.0,2.0,54.0,69.0,115342.84017645077
36.0,7.0,2.0,43.0,27.0,111920.13175007646
,21.0,3.0,57.0,74.0,90748.25843523841
24.0,24.0,3.0,33.0,43.0,83348.09409066092
51.0,9.0,4.0,56.0,52.0,86107.2980548999
22.0,28.0,4.0,56.0,46.0,110475.69071742878
54.0,39.0,4.0,25.0,14.0,96967.0483468968
33.0,0.0,1.0,37.0,64.0,55522.82308523803
50.0,20.0,3.0,41.0,61.0,108423.45880907027
50.0,38.0,2.0,,98.0,107310.70951700908
36.0,23.0,4.0,21.0,58.0,116255.7904219347
43.0,8.0,3.0,51.0,49.0,88671.51779292253
42.0,25.0,1.0,36.0,79.0,70866.24096840621
37.0,8.0,1.0,20.0,29.0,58359.79034920361
33.0,19.0,4.0,28.0,26.0,98326.18095331722
34.0,34.0,2.0,32.0,27.0,83561.16086058339
34.0,35.0,3.0,55.0,67.0,92215.20400634091
25.0,35.0,2.0,56.0,67.0,88316.99169951412
,8.0,4.0,49.0,35.0,95537.06581720724
34.0,21.0,4.0,50.0,60.0,95506.39976866194
55.0,0.0,1.0,42.0,61.0,81136.6244663942
27.0,4.0,1.0,47.0,99.0,54953.69425580045
34.0,8.0,3.0,29.0,70.0,41938.99598069228
22.0,36.0,4.0,44.0,78.0,112839.42321795177
32.0,37.0,4.0,55.0,90.0,142713.32545590732
53.0,18.0,3.0,45.0,3.0,92518.54125422909
43.0,7.0,2.0,45.0,33.0,55418.60135300696
59.0,31.0,1.0,32.0,42.0,68035.85105689881
51.0,12.0,4.0,36.0,13.0,107168.52870885236
51.0,19.0,4.0,59.0,29.0,88688.44842837132
49.0,35.0,2.0,23.0,9.0,122726.92991484795
32.0,36.0,2.0,42.0,32.0,114211.40173276926
20.0,29.0,2.0,54.0,22.0,88256.46928392973
53.0,9.0,1.0,30.0,86.0,87507.05266467461
34.0,30.0,3.0,31.0,58.0,87341.54270105096
33.0,24.0,4.0,28.0,57.0,77889.94331332503
48.0,28.0,1.0,34.0,98.0,76798.81909983332
,23.0,2.0,56.0,10.0,105731.04977385329
37.0,38.0,4.0,24.0,25.0,129869.50483502005
26.0,20.0,4.0,38.0,62.0,91659.59105698133
48.0,8.0,1.0,30.0,63.0,40975.33033291282
50.0,1.0,2.0,28.0,76.0,43248.50308307916
44.0,3.0,2.0,54.0,3.0,57785.31642210955
57.0,7.0,3.0,46.0,83.0,61790.04681124814
33.0,31.0,2.0,32.0,97.0,101381.45564096849
27.0,13.0,1.0,31.0,47.0,103271.73767086677
46.0,12.0,3.0,28.0,55.0,94536.64861038381
21.0,20.0,3.0,47.0,26.0,77476.53732513891
36.0,23.0,3.0,32.0,13.0,83984.36351500166
56.0,17.0,3.0,39.0,7.0,82310.6398105179
33.0,39.0,3.0,32.0,34.0,116238.21250489629
44.0,,1.0,46.0,22.0,112768.82103778014
49.0,31.0,,45.0,84.0,102988.99430823719
48.0,32.0,2.0,48.0,23.0,124681.65936602282
39.0,30.0,4.0,48.0,48.0,141158.6643763334
40.0,17.0,,41.0,14.0,89951.39700566912
41.0,34.0,2.0,28.0,94.0,93965.33068408039
54.0,11.0,2.0,43.0,87.0,74190.70948913325
56.0,24.0,4.0,38.0,52.0,102537.3497853183
35.0,30.0,2.0,57.0,83.0,96027.31354827262
,9.0,3.0,50.0,39.0,97262.66192083959
35.0,33.0,2.0,58.0,41.0,81367.53079410827
21.0,2.0,2.0,34.0,36.0,60780.66857055832
23.0,38.0,3.0,51.0,6.0,118137.62009608353
40.0,7.0,3.0,48.0,23.0,94651.26760740767
58.0,31.0,3.0,,10.0,139529.2759552111
53.0,28.0,2.0,28.0,99.0,74264.62158553588
49.0,21.0,3.0,54.0,85.0,87019.36378719116
25.0,19.0,3.0,25.0,96.0,55003.901401589945
36.0,5.0,1.0,56.0,60.0,54551.96488970704
58.0,28.0,1.0,33.0,30.0,63066.12054598936
44.0,16.0,2.0,28.0,97.0,73780.53907403507
24.0,30.0,3.0,38.0,70.0,99174.51611037552
24.0,33.0,2.0,42.0,5.0,108441.81359756342
39.0,37.0,1.0,47.0,79.0,96921.00704520117
35.0,36.0,1.0,35.0,57.0,105049.05620618231
56.0,3.0,3.0,45.0,43.0,78711.11250640915
59.0,1.0,2.0,57.0,52.0,56900.15191374725
28.0,11.0,1.0,59.0,89.0,52505.89441238683
24.0,34.0,4.0,44.0,77.0,121555.22999844099
21.0,5.0,3.0,54.0,6.0,105497.5447752176
28.0,7.0,2.0,24.0,2.0,109830.77517523024
55.0,20.0,4.0,26.0,17.0,109231.82051851932
41.0,34.0,3.0,42.0,88.0,129262.72817916093
41.0,14.0,3.0,44.0,12.0,94721.89556058403
41.0,6.0,1.0,20.0,44.0,69530.14078385317
53.0,14.0,2.0,41.0,54.0,83865.01535687293
48.0,5.0,1.0,23.0,78.0,63012.855339687034
57.0,16.0,4.0,47.0,7.0,104506.14833143703
52.0,3.0,4.0,33.0,90.0,71791.04377952914
37.0,21.0,4.0,52.0,32.0,99188.36322619213
26.0,31.0,4.0,23.0,29.0,87930.50575553416
20.0,21.0,4.0,30.0,46.0,104123.90003597364
52.0,26.0,2.0,58.0,73.0,83213.53688280248
20.0,14.0,2.0,51.0,78.0,84706.1748572032
43.0,21.0,3.0,23.0,53.0,98107.36640463572
23.0,27.0,3.0,20.0,81.0,104788.3714705472
23.0,,2.0,45.0,25.0,117572.62806723152
37.0,8.0,3.0,52.0,53.0,80200.62712277917
46.0,33.0,1.0,36.0,94.0,102490.95669084531
51.0,35.0,2.0,46.0,29.0,96900.62105331694
,8.0,1.0,24.0,93.0,38236.89430484665
47.0,14.0,4.0,26.0,82.0,97154.63910612339
55.0,19.0,4.0,44.0,95.0,102277.32160296213
25.0,7.0,3.0,27.0,83.0,92599.85254348704
35.0,27.0,2.0,53.0,81.0,97220.66930692598
53.0,18.0,4.0,23.0,6.0,68552.54951423882
42.0,15.0,3.0,31.0,76.0,84825.53823453665
43.0,10.0,1.0,50.0,38.0,88298.70847109592
32.0,7.0,2.0,30.0,3.0,80140.5221319464
37.0,32.0,3.0,56.0,35.0,105998.83140657746
32.0,9.0,4.0,55.0,55.0,65046.611581302255
56.0,17.0,1.0,41.0,47.0,64809.74567644116
58.0,34.0,1.0,,33.0,100158.58292777052
36.0,2.0,3.0,23.0,93.0,46622.642718885814
34.0,39.0,2.0,55.0,3.0,105226.32627864747
37.0,26.0,3.0,27.0,69.0,96976.33268464633
42.0,,4.0,44.0,59.0,123049.05733760091
49.0,5.0,2.0,47.0,78.0,83617.35826695812
53.0,13.0,4.0,57.0,100.0,108842.16849235946
23.0,6.0,1.0,55.0,92.0,76527.79986048915
22.0,9.0,1.0,55.0,96.0,62318.83526682761
26.0,14.0,4.0,23.0,18.0,79395.0929813718
37.0,30.0,4.0,32.0,77.0,92410.10541138082
26.0,28.0,1.0,57.0,66.0,103261.71262889309
,16.0,3.0,44.0,25.0,79391.16671616164
,28.0,3.0,22.0,20.0,91489.99530457275
41.0,14.0,3.0,51.0,71.0,89537.36857280272
20.0,25.0,4.0,58.0,75.0,131219.6866987192
23.0,11.0,4.0,20.0,69.0,94857.00861914846
48.0,24.0,1.0,30.0,29.0,73407.19863098336
40.0,4.0,2.0,21.0,18.0,70477.71485849339
45.0,3.0,3.0,24.0,72.0,97569.67640743757
33.0,30.0,3.0,41.0,27.0,112427.68992643412
28.0,2.0,3.0,32.0,42.0,49426.21460751409
31.0,2.0,1.0,42.0,66.0,51671.40857043353
25.0,25.0,2.0,50.0,99.0,80120.9674624532
39.0,16.0,2.0,54.0,26.0,108410.94738039952
43.0,9.0,2.0,57.0,23.0,99244.21853795483
46.0,1.0,3.0,54.0,5.0,67424.44533321577
57.0,23.0,4.0,32.0,80.0,89701.29670289006
27.0,10.0,3.0,26.0,11.0,80870.37673993426
20.0,23.0,2.0,24.0,19.0,88920.03569140189
43.0,34.0,1.0,48.0,80.0,84165.11106015503
26.0,22.0,2.0,27.0,96.0,83663.03987652186
,31.0,3.0,27.0,12.0,79595.95095220186
41.0,22.0,4.0,26.0,2.0,116284.81057366554
54.0,33.0,,38.0,43.0,74195.04230752481
49.0,18.0,4.0,58.0,22.0,73028.40867160878
48.0,1.0,2.0,42.0,26.0,75925.59181767896
41.0,1.0,4.0,55.0,33.0,63446.85643248919
30.0,14.0,4.0,51.0,24.0,86685.5256279819
39.0,20.0,2.0,23.0,69.0,85547.59291653924
48.0,34.0,1.0,49.0,21.0,108929.51244800256
53.0,4.0,3.0,58.0,46.0,77283.76823076689
20.0,26.0,3.0,24.0,18.0,122487.57695919691
50.0,23.0,2.0,22.0,5.0,87393.41517010136
49.0,6.0,4.0,41.0,8.0,102061.92062388113
37.0,5.0,3.0,47.0,85.0,83578.33670549741
36.0,32.0,,41.0,57.0,142168.14637011
57.0,16.0,1.0,41.0,5.0,95075.45255886283
33.0,29.0,2.0,53.0,13.0,100252.0466320892
42.0,7.0,1.0,48.0,83.0,81032.46075361222
44.0,39.0,4.0,32.0,93.0,111487.76216703602
34.0,6.0,4.0,26.0,66.0,77136.50242467324
41.0,5.0,2.0,29.0,37.0,51248.83757946622
22.0,3.0,4.0,47.0,90.0,70276.07596299307
38.0,0.0,2.0,23.0,29.0,95514.57077733582
53.0,14.0,2.0,51.0,69.0,66139.5294308213
54.0,30.0,1.0,41.0,32.0,83367.60930824542
20.0,24.0,3.0,39.0,48.0,95394.21984561346
40.0,32.0,3.0,39.0,2.0,103893.86057871144
48.0,34.0,4.0,25.0,69.0,114755.8872959644
25.0,4.0,,28.0,97.0,67563.18937828905
56.0,4.0,4.0,47.0,51.0,90080.64550494506
20.0,35.0,3.0,32.0,35.0,123535.78161720088
20.0,16.0,1.0,50.0,83.0,99999.4851597225
46.0,13.0,3.0,58.0,15.0,85587.3229904474
40.0,28.0,4.0,33.0,99.0,113770.15143354447
35.0,7.0,4.0,41.0,72.0,68007.99566788218
59.0,33.0,3.0,56.0,65.0,98374.25932091504
45.0,,2.0,43.0,38.0,89993.99901964187
35.0,0.0,,27.0,86.0,59713.829668605234
47.0,28.0,2.0,34.0,17.0,81911.71085460084
20.0,35.0,3.0,25.0,80.0,82189.59661792808
55.0,36.0,2.0,42.0,45.0,98609.92166128274
29.0,28.0,3.0,44.0,1.0,75871.24336328571
36.0,4.0,4.0,50.0,3.0,103907.89655469212
42.0,31.0,2.0,48.0,70.0,92237.15408135089
,23.0,1.0,42.0,52.0,101179.74110457193
26.0,18.0,2.0,29.0,53.0,76418.98764947543
34.0,11.0,4.0,28.0,3.0,68675.93261074099
53.0,0.0,4.0,32.0,94.0,94032.85957033878
23.0,6.0,4.0,51.0,47.0,87530.55374661607
33.0,16.0,2.0,20.0,75.0,108303.63928868444
33.0,33.0,4.0,20.0,91.0,100002.15610650177
35.0,6.0,4.0,56.0,86.0,80526.0455065035
26.0,16.0,2.0,59.0,6.0,102871.86263328664
51.0,2.0,2.0,37.0,46.0,84576.28975748568
38.0,28.0,3.0,55.0,95.0,106301.45579771977
21.0,21.0,2.0,50.0,61.0,141029.02284712216
29.0,37.0,4.0,20.0,43.0,106791.58811519473
36.0,28.0,1.0,55.0,56.0,74958.05144546473
56.0,4.0,4.0,28.0,70.0,64561.67439128927
,29.0,4.0,41.0,20.0,103078.9076596116
25.0,22.0,4.0,47.0,47.0,124181.62508237477
41.0,20.0,2.0,45.0,54.0,86204.8420677998
51.0,25.0,1.0,29.0,41.0,109290.78147549207
39.0,20.0,4.0,22.0,75.0,100916.37673067188
20.0,19.0,2.0,21.0,66.0,99450.53944540775
25.0,22.0,3.0,56.0,31.0,104007.52939940206
38.0,3.0,1.0,50.0,64.0,73688.72009932906
37.0,20.0,1.0,52.0,90.0,96690.65901659112
25.0,20.0,2.0,51.0,91.0,81699.37276871382
52.0,0.0,3.0,31.0,58.0,62864.29683178769
42.0,14.0,4.0,22.0,55.0,93643.20479246893
42.0,16.0,3.0,45.0,46.0,119116.67213259033
45.0,13.0,1.0,33.0,95.0,51488.7016209953
32.0,18.0,2.0,31.0,24.0,53762.21570839959
26.0,33.0,3.0,45.0,77.0,103043.8424565708
34.0,5.0,4.0,35.0,89.0,97462.70620740617
46.0,5.0,3.0,27.0,37.0,76170.64128520273
45.0,4.0,3.0,47.0,41.0,60860.052297774324
52.0,6.0,2.0,26.0,25.0,72386.40245299583
34.0,32.0,2.0,34.0,29.0,72805.40180675262
55.0,12.0,1.0,55.0,31.0,87433.75591311263
46.0,0.0,2.0,27.0,2.0,60763.379753203626
24.0,12.0,3.0,29.0,12.0,81569.51250681854
21.0,26.0,4.0,34.0,5.0,109207.78205766714
52.0,6.0,1.0,37.0,61.0,71485.33376064163
35.0,2.0,2.0,56.0,91.0,65081.10639403333
42.0,24.0,3.0,54.0,56.0,115304.19256469706
57.0,32.0,3.0,21.0,98.0,113153.9884695858
35.0,39.0,1.0,41.0,78.0,75585.73711663602
33.0,16.0,1.0,34.0,71.0,74346.35992791102
48.0,13.0,2.0,56.0,37.0,67995.69809455585
45.0,36.0,2.0,58.0,36.0,88579.12851206867
54.0,22.0,4.0,55.0,74.0,111027.0043526743
34.0,23.0,1.0,24.0,29.0,76511.0807900214
22.0,28.0,1.0,34.0,80.0,87658.42526580385
42.0,37.0,3.0,46.0,38.0,101154.7259933441
48.0,26.0,4.0,35.0,85.0,108552.63179229741
53.0,,2.0,55.0,41.0,118175.20327978548
52.0,39.0,4.0,57.0,33.0,152953.82294464487
42.0,22.0,4.0,37.0,93.0,96685.38603252772
26.0,30.0,3.0,54.0,81.0,84073.73787836733
,35.0,1.0,44.0,13.0,91241.59464352723
51.0,16.0,1.0,41.0,6.0,91905.89882072485
50.0,36.0,1.0,50.0,66.0,89410.32214804538
37.0,2.0,2.0,56.0,8.0,50968.08600817529
26.0,35.0,1.0,53.0,64.0,89322.73470567894
20.0,4.0,4.0,42.0,96.0,74399.51123376028
33.0,14.0,4.0,35.0,100.0,74759.95678053016
51.0,5.0,1.0,25.0,9.0,68262.14771174657
25.0,9.0,4.0,34.0,23.0,84614.66578189921
58.0,31.0,2.0,37.0,71.0,110245.57861228196
29.0,22.0,1.0,57.0,95.0,81712.10247611615
26.0,16.0,2.0,32.0,21.0,90770.97152852753
45.0,19.0,1.0,43.0,1.0,75215.938089645
53.0,14.0,2.0,32.0,46.0,63455.814572868956
49.0,21.0,2.0,20.0,62.0,76854.712971311
55.0,5.0,2.0,55.0,2.0,51725.992164245545
40.0,,4.0,37.0,75.0,107223.23459974468
36.0,22.0,2.0,52.0,82.0,94537.49621679002
52.0,18.0,3.0,57.0,44.0,82468.89664504306
29.0,30.0,2.0,25.0,88.0,89335.33756576909
31.0,2.0,2.0,36.0,83.0,32443.04025139896
35.0,27.0,2.0,23.0,5.0,113115.29837607726
51.0,2.0,2.0,33.0,93.0,88648.2206632135
34.0,13.0,1.0,49.0,39.0,79413.12856240146
46.0,17.0,4.0,39.0,66.0,99591.9344409511
47.0,26.0,4.0,27.0,81.0,82384.84834611509
36.0,9.0,4.0,21.0,45.0,65275.45157109224
21.0,14.0,1.0,56.0,75.0,54740.55776218402
55.0,18.0,2.0,23.0,13.0,80183.97871339614
26.0,8.0,,29.0,93.0,89715.53107298899
32.0,3.0,4.0,39.0,32.0,75051.78056946481
34.0,14.0,3.0,54.0,43.0,95015.43745266425
44.0,7.0,2.0,29.0,8.0,87482.50842340349
42.0,0.0,2.0,47.0,74.0,45038.489830329425
41.0,6.0,2.0,34.0,89.0,100483.48138068915
45.0,30.0,1.0,55.0,59.0,113359.805811469
52.0,17.0,2.0,20.0,11.0,88708.39076640639
30.0,11.0,4.0,41.0,28.0,103061.41795804109
29.0,29.0,2.0,46.0,97.0,112766.14454912604
44.0,32.0,4.0,48.0,39.0,115989.59829884718
56.0,6.0,3.0,34.0,26.0,99224.16929338854
57.0,27.0,1.0,29.0,72.0,81010.09477073819
43.0,2.0,3.0,39.0,26.0,81727.16807793098
59.0,5.0,,41.0,32.0,93024.64201875089
52.0,30.0,3.0,28.0,46.0,60232.00365911183
36.0,37.0,2.0,51.0,28.0,113769.45018961237
43.0,14.0,4.0,36.0,7.0,102069.07467665031
56.0,6.0,2.0,38.0,35.0,47973.379511733365
21.0,29.0,1.0,59.0,66.0,100027.30129024875
51.0,26.0,3.0,46.0,22.0,88294.41029460542
43.0,16.0,2.0,56.0,22.0,93152.09422386854
28.0,17.0,4.0,53.0,3.0,96175.01055383874
23.0,21.0,3.0,29.0,46.0,77605.0774624456
36.0,25.0,1.0,49.0,50.0,106444.95495402176
36.0,,2.0,40.0,8.0,87724.52464015741
49.0,39.0,1.0,40.0,4.0,106049.45691032374
59.0,23.0,4.0,53.0,15.0,123310.71435226148
30.0,7.0,3.0,28.0,44.0,63849.58258425228
40.0,20.0,3.0,53.0,39.0,95720.73871959241
40.0,28.0,3.0,31.0,76.0,91770.09282434991
37.0,20.0,4.0,,29.0,93917.30533193414
48.0,2.0,2.0,39.0,73.0,102141.27811859686
43.0,30.0,2.0,25.0,62.0,101851.63826105419
29.0,26.0,,55.0,84.0,101703.89014933309
36.0,26.0,1.0,31.0,34.0,95061.3100089719
37.0,8.0,4.0,50.0,26.0,94453.894413737
39.0,32.0,3.0,21.0,85.0,73812.79691522225
56.0,32.0,4.0,35.0,87.0,143451.41230783312
37.0,25.0,4.0,20.0,18.0,77034.45712292033
36.0,27.0,4.0,23.0,63.0,127588.91399039423
28.0,30.0,3.0,20.0,52.0,108270.23047533378
33.0,0.0,3.0,54.0,54.0,78511.68527201707
48.0,19.0,1.0,32.0,88.0,75817.72535885038
50.0,11.0,4.0,50.0,42.0,130077.40826639946
23.0,16.0,2.0,39.0,93.0,92867.34340261639
37.0,14.0,1.0,26.0,54.0,74465.32097377599
39.0,33.0,3.0,59.0,52.0,101771.0594323449
28.0,15.0,3.0,52.0,13.0,80572.77596879372
32.0,3.0,1.0,47.0,32.0,68159.16270758322
34.0,7.0,2.0,39.0,83.0,60840.95452508135
46.0,33.0,4.0,51.0,81.0,123394.76571917119
34.0,24.0,4.0,28.0,66.0,89915.36449145494
47.0,14.0,2.0,53.0,82.0,99674.33271668736
56.0,27.0,4.0,33.0,58.0,118338.8107196693
38.0,8.0,3.0,23.0,39.0,76768.4648131371
45.0,1.0,1.0,48.0,27.0,74304.53344782465
45.0,16.0,2.0,34.0,78.0,92255.45864290197
44.0,9.0,1.0,36.0,54.0,49265.025862828
45.0,8.0,4.0,38.0,79.0,111575.39482980437
45.0,30.0,4.0,57.0,72.0,107563.84428569268
47.0,1.0,3.0,28.0,73.0,82033.6027012355
37.0,23.0,3.0,46.0,85.0,108054.35266579236
51.0,18.0,4.0,34.0,43.0,57456.943626968874
22.0,16.0,4.0,56.0,99.0,87346.06207875797
21.0,9.0,3.0,47.0,52.0,96005.53230639084
52.0,27.0,3.0,23.0,14.0,97533.78689152806
38.0,37.0,2.0,40.0,91.0,115334.54004507104
36.0,27.0,,53.0,8.0,103985.49842167777
52.0,0.0,2.0,38.0,35.0,86040.72690704718
31.0,2.0,2.0,56.0,18.0,74910.50832666617
22.0,14.0,1.0,23.0,55.0,94961.33645170715
45.0,9.0,3.0,56.0,78.0,70499.57134181933
54.0,20.0,2.0,51.0,52.0,88285.39895781584
27.0,36.0,1.0,31.0,72.0,88299.00647126943
55.0,14.0,1.0,35.0,49.0,81829.54096093398
26.0,22.0,3.0,33.0,8.0,89419.98082676136
55.0,13.0,3.0,20.0,37.0,78557.28719359545
35.0,14.0,1.0,51.0,66.0,68628.5045512463
43.0,9.0,2.0,40.0,81.0,70088.96724607184
20.0,8.0,3.0,23.0,77.0,77445.84404124983
44.0,38.0,1.0,28.0,78.0,68279.8227322524
29.0,4.0,1.0,41.0,41.0,32673.54215953235
35.0,24.0,2.0,31.0,73.0,91087.18913461224
35.0,25.0,4.0,49.0,27.0,63262.35152149688
27.0,,2.0,49.0,20.0,73902.86584787893
48.0,21.0,1.0,51.0,38.0,80542.5435821318
58.0,24.0,2.0,55.0,12.0,103130.56804791311
47.0,11.0,3.0,26.0,42.0,71119.72431422106
25.0,8.0,1.0,36.0,86.0,93742.72153937949
35.0,9.0,2.0,20.0,50.0,85722.44309845651
39.0,9.0,2.0,33.0,31.0,52915.58952522729
35.0,8.0,2.0,57.0,77.0,75134.80463788487
26.0,25.0,2.0,45.0,65.0,116907.77716275812
33.0,34.0,1.0,46.0,53.0,87735.52141900698
45.0,26.0,2.0,35.0,40.0,92206.61512461884
45.0,30.0,3.0,26.0,73.0,121261.91363782165
33.0,,4.0,51.0,39.0,90091.06575905833
,37.0,4.0,44.0,10.0,132644.6991012434
52.0,5.0,4.0,50.0,29.0,71350.00596079571
45.0,14.0,3.0,35.0,40.0,42685.79224780821
39.0,28.0,4.0,,30.0,123027.9397466094
22.0,4.0,1.0,44.0,2.0,74381.02560086214
23.0,13.0,1.0,49.0,82.0,85368.46413001698
45.0,1.0,3.0,26.0,28.0,54805.55813042088
30.0,22.0,3.0,31.0,47.0,77999.71075254705
21.0,18.0,1.0,22.0,32.0,94656.5477960421
33.0,23.0,3.0,46.0,88.0,100848.10961106395
49.0,19.0,3.0,38.0,78.0,89838.1591399336
31.0,26.0,1.0,56.0,89.0,95513.89993171245
45.0,23.0,1.0,26.0,89.0,105827.5829501845
52.0,16.0,2.0,35.0,32.0,93855.32340578854
32.0,24.0,2.0,51.0,27.0,87080.32203922264
33.0,30.0,4.0,27.0,54.0,84347.68208319922
43.0,27.0,3.0,32.0,96.0,107220.80642741677
53.0,27.0,1.0,30.0,56.0,74140.47984048657
45.0,21.0,4.0,39.0,31.0,81064.34593571852
40.0,4.0,2.0,37.0,24.0,91136.23780311101
47.0,7.0,3.0,56.0,35.0,96286.0862013722
55.0,37.0,4.0,25.0,30.0,117785.28890020747
59.0,27.0,3.0,39.0,97.0,81224.04408594126
21.0,11.0,4.0,51.0,55.0,118038.99091150623
28.0,24.0,3.0,48.0,64.0,114033.02472073774
42.0,37.0,3.0,23.0,33.0,102043.2159840641
34.0,14.0,1.0,26.0,46.0,66470.79912758702
32.0,33.0,3.0,39.0,91.0,106977.34611963402
42.0,12.0,2.0,53.0,97.0,75423.72000192024
,7.0,1.0,55.0,33.0,106177.80935177662
21.0,12.0,3.0,26.0,68.0,76417.07437942702
39.0,35.0,2.0,52.0,64.0,89381.7569268966
